1;arms_factory;2296.00;10.30;2032.00;1.16;0
1;arms_factory;2229.00;10.30;2022.00;5.28;0
1;arms_factory;2256.00;11.20;2014.00;0.55;0
1;arms_factory;2225.00;10.25;2013.00;3.22;0
1;arms_factory;2254.00;12.45;2009.00;5.88;0
1;arms_factory;2247.00;12.50;2008.00;3.73;0
1;industrial_complex;2240.00;11.20;2002.00;3.83;0
1;industrial_complex;2282.00;10.40;1999.00;1.67;0
1;industrial_complex;2286.00;10.10;1995.00;4.33;0
1;industrial_complex;2241.00;10.40;2015.00;0.71;0
1;industrial_complex;2230.00;10.30;2014.00;3.73;0
1;industrial_complex;2280.00;10.30;2016.00;0.11;0
1;air_base;2281.00;10.70;2010.00;2.78;0
1;supply_node;2265.00;10.70;1995.00;0.09;0
1;supply_node;2245.00;10.25;1984.00;3.03;0
1;supply_node;2259.00;10.78;2026.00;5.62;0
1;supply_node;2288.00;10.60;2030.00;2.27;0
1;supply_node;2274.00;10.70;2039.00;5.20;0
1;supply_node;2228.00;10.30;2021.00;1.50;0
1;supply_node;2242.00;11.10;2009.00;4.44;0
1;supply_node;2281.00;10.60;2007.00;5.92;0
1;naval_base;2289.00;10.07;1999.00;0.95;7516
1;naval_base;2223.00;9.50;2011.00;-0.54;7069
1;naval_base;2291.00;10.10;2042.00;-4.31;7312
1;naval_base;2277.00;10.10;2046.00;-3.84;7312
1;naval_base;2237.00;9.50;1989.00;-2.09;7069
1;naval_base;2246.00;9.50;2028.00;-2.53;7319
1;naval_base;2227.00;9.50;2008.00;-1.50;7069
1;naval_base;2279.00;10.10;1985.00;0.95;7516
1;bunker;2275.00;9.80;2031.00;4.40;0
1;bunker;2265.00;10.50;1999.00;0.79;0
1;bunker;2254.00;10.65;1990.00;4.91;0
1;bunker;2291.00;10.25;2039.00;0.18;0
1;bunker;2273.00;10.40;2014.00;2.85;0
1;bunker;2270.00;10.45;2036.00;0.69;0
1;bunker;2230.00;10.35;2023.00;1.90;0
1;bunker;2241.00;11.38;2000.00;4.91;0
1;coastal_bunker;2298.00;9.50;2026.00;-4.31;0
1;coastal_bunker;2217.00;10.10;2021.00;-1.49;0
1;coastal_bunker;2284.00;9.50;1991.00;0.95;0
1;coastal_bunker;2234.00;9.50;2002.00;-2.09;0
1;coastal_bunker;2255.00;10.15;2039.00;-2.53;0
1;coastal_bunker;2262.00;10.10;2041.00;-2.03;0
1;coastal_bunker;2279.00;10.10;1984.00;0.95;0
1;coastal_bunker;2228.00;9.50;2007.00;-1.50;0
1;dockyard;2242.00;9.75;1980.00;-2.09;0
1;anti_air_building;2247.00;12.60;2000.00;0.85;0
1;anti_air_building;2235.00;10.25;2027.00;3.87;0
1;anti_air_building;2280.00;10.25;1993.00;5.08;0
1;synthetic_refinery;2246.00;11.15;2014.00;2.92;0
1;fuel_silo;2240.00;10.40;2013.00;5.58;0
1;radar_station;2255.00;12.70;2005.00;2.53;0
1;rocket_site;2237.00;10.30;2008.00;3.52;0
1;nuclear_reactor;2287.00;10.20;2007.00;1.36;0
1;floating_harbor;2300.00;9.50;1998.00;-1.02;138
1;floating_harbor;2231.92;9.50;1991.47;1.05;1187
1;floating_harbor;2247.99;9.50;2041.73;0.61;2487
1;floating_harbor;2301.43;9.50;2035.76;-1.17;3853
1;floating_harbor;2302.00;9.50;2038.00;-1.87;4442
1;floating_harbor;2238.95;9.50;2031.95;-0.79;4445
1;floating_harbor;2221.02;9.50;2007.50;-4.64;4451
1;floating_harbor;2293.70;9.50;1997.93;-2.19;4452
2;arms_factory;2389.00;10.00;2012.00;0.55;0
2;arms_factory;2386.00;10.10;1989.00;3.22;0
2;arms_factory;2320.00;10.00;2039.00;5.88;0
2;arms_factory;2426.00;10.50;1947.00;3.73;0
2;arms_factory;2395.00;10.10;1983.00;3.83;0
2;arms_factory;2407.00;10.10;1972.00;1.67;0
2;industrial_complex;2452.00;10.30;1944.00;4.33;0
2;industrial_complex;2392.00;10.30;1979.00;0.71;0
2;industrial_complex;2352.00;10.60;1991.00;3.73;0
2;industrial_complex;2440.00;10.65;1942.00;0.11;0
2;industrial_complex;2386.00;10.30;1976.00;2.78;0
2;industrial_complex;2341.00;11.18;1988.00;5.44;0
2;air_base;2452.00;10.20;1939.00;2.17;0
2;supply_node;2323.00;10.30;1997.00;5.62;0
2;supply_node;2439.00;10.55;1946.00;2.27;0
2;supply_node;2388.00;10.32;1978.00;5.20;0
2;supply_node;2337.00;10.38;2028.00;1.50;0
2;supply_node;2344.00;11.40;1987.00;4.44;0
2;supply_node;2366.00;10.80;1983.00;5.92;0
2;supply_node;2351.00;10.48;2008.00;3.68;0
2;supply_node;2319.00;10.50;2020.00;0.33;0
2;supply_node;2384.00;10.10;2004.00;1.81;0
2;supply_node;2358.00;10.05;2029.00;5.85;0
2;supply_node;2398.00;10.03;1989.00;1.04;0
2;supply_node;2419.00;10.10;1974.00;3.98;0
2;supply_node;2410.00;10.10;1962.00;1.74;0
2;supply_node;2317.00;9.75;2042.00;3.22;0
2;naval_base;2456.00;10.05;1939.00;-4.53;7165
2;naval_base;2424.00;10.03;1973.00;-3.52;7744
2;naval_base;2337.00;10.05;2037.00;-2.78;7608
2;naval_base;2398.00;10.00;1997.00;-3.39;7532
2;naval_base;2307.00;9.50;2004.00;-1.67;7516
2;naval_base;2390.00;10.00;2005.00;-3.93;7532
2;naval_base;2346.00;10.05;2038.00;-2.72;7608
2;naval_base;2313.00;10.10;2037.00;-2.46;7312
2;naval_base;2318.00;9.75;2040.00;-2.03;7312
2;naval_base;2369.00;10.00;2003.00;-3.35;7790
2;naval_base;2365.00;10.00;2005.00;-4.57;7790
2;bunker;2330.00;10.45;1993.00;3.36;0
2;bunker;2327.00;10.60;2023.00;4.57;0
2;bunker;2398.00;10.05;1983.00;2.41;0
2;bunker;2349.00;10.60;2003.00;0.25;0
2;bunker;2386.00;10.05;2009.00;0.35;0
2;bunker;2350.00;11.00;1988.00;4.47;0
2;bunker;2366.00;10.00;1999.00;0.85;0
2;bunker;2453.00;10.25;1941.00;3.87;0
2;bunker;2352.00;10.30;2031.00;5.08;0
2;bunker;2379.00;10.30;1981.00;2.92;0
2;bunker;2319.00;10.10;2042.00;5.58;0
2;bunker;2328.00;10.40;2030.00;0.86;0
2;bunker;2399.00;10.10;1964.00;3.52;0
2;bunker;2419.00;10.20;1966.00;1.36;0
2;coastal_bunker;2311.00;10.10;2046.00;-2.03;0
2;coastal_bunker;2455.00;10.10;1949.00;-4.53;0
2;coastal_bunker;2430.00;10.07;1968.00;-3.52;0
2;coastal_bunker;2384.00;9.50;2010.00;-1.98;0
2;coastal_bunker;2348.00;10.05;2039.00;-2.72;0
2;coastal_bunker;2307.00;9.50;2008.00;-1.67;0
2;coastal_bunker;2306.00;9.50;2023.00;-2.46;0
2;coastal_bunker;2366.00;10.03;2014.00;-4.57;0
2;coastal_bunker;2326.00;10.07;2035.00;-2.78;0
2;coastal_bunker;2368.00;10.00;2003.00;-3.35;0
2;coastal_bunker;2408.00;10.00;1988.00;-4.49;0
2;dockyard;2452.00;10.15;1953.00;-4.53;0
2;anti_air_building;2443.00;10.10;1958.00;4.54;0
2;anti_air_building;2313.00;10.30;2029.00;0.92;0
2;anti_air_building;2365.00;11.00;1980.00;3.59;0
2;synthetic_refinery;2353.00;10.35;2013.00;1.43;0
2;fuel_silo;2329.00;10.40;2025.00;1.53;0
2;radar_station;2382.00;10.30;1987.00;0.79;0
2;rocket_site;2361.00;10.10;2010.00;2.04;0
2;nuclear_reactor;2333.00;10.65;2022.00;4.70;0
2;floating_harbor;2306.03;9.50;1998.70;1.47;23
2;floating_harbor;2456.89;9.50;1949.25;-1.39;378
2;floating_harbor;2331.54;9.50;2042.55;0.36;1024
2;floating_harbor;2371.44;9.50;2008.85;-0.21;2141
2;floating_harbor;2371.93;9.50;2010.99;-1.43;2993
2;floating_harbor;2300.74;9.50;2010.87;-4.25;3777
2;floating_harbor;2370.57;9.50;2009.76;1.17;4221
2;floating_harbor;2371.60;9.50;2018.80;-2.21;4243
2;floating_harbor;2401.70;9.50;2003.79;-0.24;4454
2;floating_harbor;2423.60;9.50;1985.50;-0.38;4459
2;floating_harbor;2308.74;9.50;2046.13;1.11;6464
3;arms_factory;2947.00;10.80;1932.00;5.88;0
3;arms_factory;2918.00;10.40;1940.00;3.73;0
3;arms_factory;2869.00;10.20;1915.00;3.83;0
3;arms_factory;2930.00;10.05;1979.00;1.67;0
3;arms_factory;2961.00;10.50;2017.00;4.33;0
3;arms_factory;2911.00;11.20;1869.00;0.71;0
3;industrial_complex;2915.00;10.38;1937.00;3.73;0
3;industrial_complex;2939.00;10.30;1971.00;0.11;0
3;industrial_complex;2894.00;12.30;1834.00;2.78;0
3;industrial_complex;2903.00;10.75;1903.00;5.44;0
3;industrial_complex;2915.00;10.50;1931.00;2.17;0
3;industrial_complex;2970.00;10.50;2022.00;4.84;0
3;air_base;2888.00;11.05;1873.00;1.23;0
3;supply_node;2939.00;10.60;1886.00;5.20;0
3;supply_node;2945.00;10.30;1966.00;1.50;0
3;supply_node;2925.00;10.70;1925.00;4.44;0
3;supply_node;2953.00;10.25;1990.00;5.92;0
3;supply_node;2871.00;10.40;1908.00;3.68;0
3;supply_node;2879.00;11.60;1838.00;0.33;0
3;supply_node;2968.00;10.50;2004.00;1.81;0
3;supply_node;2920.00;11.20;1873.00;5.85;0
3;supply_node;2923.00;10.60;1899.00;1.04;0
3;supply_node;2935.00;10.00;1982.00;3.98;0
3;supply_node;2951.00;10.38;2027.00;1.74;0
3;supply_node;2887.00;11.90;1860.00;3.22;0
3;supply_node;2920.00;10.50;1949.00;6.15;0
3;supply_node;2968.00;10.30;1964.00;2.46;0
